Ranking per year,Released,Title,Source,"Production
Budget","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
41,"Jun 11, 2010",The A-Team,Based on TV,"$110,000,000","$25,669,455","$77,222,099","$89,162,649","$100,019,072","$177,241,171"
42,"Jun 23, 2010",Knight and Day,Original Screenplay,"$117,000,000","$20,139,985","$76,423,035","$88,240,034","$182,328,335","$258,751,370"
43,"Jul 30, 2010",Dinner for Schmucks,Remake,"$69,000,000","$23,527,839","$73,026,337","$84,318,115","$13,770,165","$86,796,502"
44,"Dec 10, 2010",The Tourist,Original Screenplay,"$100,000,000","$16,472,458","$67,631,157","$78,012,993","$211,100,212","$278,731,369"
45,"Mar 19, 2010",The Bounty Hunter,Original Screenplay,"$45,000,000","$20,686,423","$67,061,228","$77,430,645","$68,747,609","$135,808,837"
46,"Mar 19, 2010",Diary of a Wimpy Kid,Based on Fiction Book/Short Story,"$15,000,000","$22,126,166","$64,003,625","$73,900,256","$12,950,686","$76,954,311"
47,"Jul 14, 2010",The Sorcerer's Apprentice,Based on Short Film,"$160,000,000","$17,619,622","$63,150,991","$72,915,775","$154,835,329","$217,986,320"
48,"Apr 30, 2010",A Nightmare on Elm Street,Remake,"$35,000,000","$32,902,299","$63,075,011","$72,828,055","$54,654,610","$117,729,621"
49,"Mar 31, 2010",The Last Song,Based on Fiction Book/Short Story,"$20,000,000","$16,007,426","$62,950,384","$72,684,153","$29,728,564","$92,678,948"
50,"Feb 12, 2010",The Wolfman,Remake,"$150,000,000","$31,479,235","$62,189,884","$71,806,068","$80,444,474","$142,634,358"
51,"Jun 4, 2010",Get Him to the Greek,Spin-Off,"$40,000,000","$17,570,955","$61,153,526","$70,609,460","$31,841,401","$92,994,927"
52,"Sep 10, 2010",Resident Evil: Afterlife,Based on Game,"$57,500,000","$26,650,264","$60,128,566","$69,426,007","$235,745,624","$295,874,190"
53,"Apr 2, 2010",Why Did I Get Married Too?,Based on Play,"$20,000,000","$29,289,537","$60,095,852","$69,388,237","$735,215","$60,831,067"
54,"Jan 22, 2010",Tooth Fairy,Original Screenplay,"$48,000,000","$14,010,409","$60,022,256","$69,303,268","$52,588,130","$112,610,386"
55,"Oct 8, 2010",Secretariat,Based on Real Life Events,"$35,000,000","$12,694,770","$59,699,513","$68,926,843","$676,734","$60,376,247"
56,"Aug 27, 2010",Takers,Original Screenplay,"$32,000,000","$20,512,304","$57,744,720","$66,673,557","$12,842,548","$70,587,268"
57,"Sep 24, 2010",Legend of the Guardians: The Owls of …,Based on Fiction Book/Short Story,"$100,000,000","$16,112,211","$55,675,313","$64,283,440","$84,041,404","$139,716,717"
58,"Oct 8, 2010",Life as We Know It,Original Screenplay,"$38,000,000","$14,506,464","$53,374,681","$61,624,950","$52,513,156","$105,887,837"
59,"May 14, 2010",Letters to Juliet,Based on Factual Book/Article,"$30,000,000","$13,540,486","$53,032,453","$61,232,655","$29,116,085","$82,148,538"
60,"Sep 24, 2010",Wall Street 2: Money Never Sleeps,Original Screenplay,"$70,000,000","$19,011,188","$52,474,616","$60,588,560","$84,957,003","$137,431,619"
61,"Jul 9, 2010",Predators,Original Screenplay,"$40,000,000","$24,760,882","$52,000,688","$60,041,350","$75,233,701","$127,234,389"
62,"Mar 26, 2010",Hot Tub Time Machine,Original Screenplay,"$36,000,000","$14,020,502","$50,269,859","$58,042,889","$15,697,891","$65,967,750"
63,"Apr 16, 2010",Kick-Ass,Based on Comic/Graphic Novel,"$28,000,000","$19,828,687","$48,071,303","$55,504,379","$49,459,831","$97,531,134"
64,"Jun 4, 2010",Killers,Original Screenplay,"$75,000,000","$15,837,266","$47,059,963","$54,336,659","$48,512,786","$95,572,749"
65,"Oct 29, 2010",Saw 3D,Original Screenplay,"$17,000,000","$24,230,123","$45,710,178","$52,778,156","$88,025,106","$133,735,284"
66,"Feb 26, 2010",Cop Out,Original Screenplay,"$37,000,000","$18,211,126","$44,875,481","$51,814,400","$11,034,429","$55,909,910"
67,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,Original Screenplay,"$85,000,000","$12,279,363","$43,585,753","$50,325,252","$69,440,630","$113,026,383"
68,"Jan 29, 2010",Edge of Darkness,Based on TV,"$60,000,000","$17,214,384","$43,313,890","$50,011,349","$39,498,566","$82,812,456"
69,"Dec 25, 2010",Gulliver's Travels,Based on Fiction Book/Short Story,"$112,000,000","$6,307,691","$42,779,261","$49,304,805","$189,238,587","$232,017,848"
70,"Apr 16, 2010",Death at a Funeral,Remake,"$21,000,000","$16,217,540","$42,739,347","$49,347,968","$6,237,886","$48,977,233"
71,"Aug 6, 2010",Step Up 3D,Original Screenplay,"$30,000,000","$15,812,311","$42,400,223","$48,956,402","$123,488,894","$165,889,117"
72,"Jan 22, 2010",Legion,Original Screenplay,"$26,000,000","$17,501,625","$40,168,080","$46,379,110","$27,479,494","$67,647,574"
73,"Nov 24, 2010",Burlesque,Original Screenplay,"$55,000,000","$11,947,744","$39,440,655","$45,529,266","$51,112,020","$90,552,675"
74,"Feb 26, 2010",The Crazies,Remake,"$19,000,000","$16,067,552","$39,123,589","$45,173,119","$17,321,945","$56,445,534"
75,"Nov 5, 2010",For Colored Girls,Based on Play,"$21,000,000","$19,497,324","$37,729,698","$43,563,373","$288,175","$38,017,873"
76,"Apr 23, 2010",The Back-up Plan,Original Screenplay,"$35,000,000","$12,201,710","$37,490,007","$43,286,939","$37,791,172","$75,281,179"
77,"Aug 18, 2010",Vampires Suck,Original Screenplay,"$20,000,000","$12,202,831","$36,661,504","$42,330,326","$44,763,484","$81,424,988"
78,"Sep 1, 2010",The American,Original Screenplay,"$20,000,000","$13,177,790","$35,606,376","$41,112,045","$32,344,347","$67,950,723"
79,"Mar 12, 2010",Green Zone,Based on Factual Book/Article,"$100,000,000","$14,309,295","$35,497,337","$40,986,154","$62,025,683","$97,523,020"
80,"Jun 4, 2010",Marmaduke,Based on Comic/Graphic Novel,"$50,000,000","$11,599,661","$33,644,788","$38,847,154","$56,251,142","$89,895,930"
81,"Oct 15, 2010",Hereafter,Original Screenplay,"$50,000,000","$220,322","$32,746,941","$37,810,272","$75,913,329","$108,660,270"
82,"Nov 24, 2010",Love and Other Drugs,Based on Factual Book/Article,"$30,000,000","$9,739,161","$32,367,005","$37,365,385","$70,349,316","$102,716,321"
83,"Mar 12, 2010",She's Out of My League,Original Screenplay,"$20,000,000","$9,775,278","$32,010,860","$36,960,573","$16,670,117","$48,680,977"
84,"Aug 13, 2010",Scott Pilgrim vs. The World,Based on Comic/Graphic Novel,"$85,000,000","$10,609,795","$31,611,316","$36,499,251","$16,445,448","$48,056,764"
85,"Jul 30, 2010",Charlie St. Cloud,Based on Fiction Book/Short Story,"$44,000,000","$12,381,585","$31,206,263","$36,031,562","$17,271,821","$48,478,084"
86,"Nov 10, 2010",Morning Glory,Original Screenplay,"$40,000,000","$9,203,266","$31,011,732","$35,805,489","$28,783,338","$59,795,070"
87,"Dec 17, 2010",How Do You Know?,Original Screenplay,"$120,000,000","$7,484,696","$30,212,620","$34,854,159","$19,415,557","$49,628,177"
88,"Jan 8, 2010",Daybreakers,Original Screenplay,"$20,000,000","$15,146,692","$30,101,577","$34,756,062","$21,343,926","$51,445,503"
89,"Aug 20, 2010",Nanny McPhee and the Big Bang,Based on Fiction Book/Short Story,"$35,000,000","$8,407,685","$29,197,642","$33,712,357","$68,602,223","$97,799,865"
90,"Aug 20, 2010",The Switch,Original Screenplay,"$19,000,000","$8,436,713","$27,758,465","$32,050,647","$22,100,000","$49,858,465"
91,"Mar 5, 2010",Brooklyn's Finest,Remake,"$17,000,000","$13,350,299","$27,163,593","$31,363,790","$12,069,640","$39,233,233"
92,"Jul 23, 2010",Ramona and Beezus,Based on Fiction Book/Short Story,"$15,000,000","$7,810,481","$26,167,002","$30,213,105","$1,302,619","$27,469,621"
93,"Jan 8, 2010",Leap Year,Original Screenplay,"$19,000,000","$9,202,815","$25,918,920","$29,926,660","$6,700,000","$32,618,920"
94,"Sep 24, 2010",You Again,Original Screenplay,"$20,000,000","$8,407,513","$25,702,053","$29,676,253","$7,136,892","$32,838,945"
95,"Sep 17, 2010",Alpha and Omega 3D,Original Screenplay,"$20,000,000","$9,106,906","$25,107,267","$28,989,505","$23,851,086","$48,958,353"
96,"Aug 20, 2010",Piranha 3D,Remake,"$24,000,000","$10,106,872","$25,003,155","$28,869,289","$58,657,005","$83,660,160"
97,"Aug 20, 2010",Lottery Ticket,Original Screenplay,"$17,000,000","$10,652,297","$24,719,879","$28,542,222",$0,"$24,719,879"
98,"Jan 15, 2010",The Spy Next Door,Original Screenplay,"$28,000,000","$9,726,056","$24,307,106","$28,065,614","$22,445,752","$46,752,858"
99,"Feb 5, 2010",From Paris With Love,Original Screenplay,"$52,000,000","$8,158,860","$24,077,427","$27,800,422","$29,061,741","$53,139,168"
100,"Apr 23, 2010",The Losers,Based on Comic/Graphic Novel,"$25,000,000","$9,406,348","$23,591,432","$27,239,283","$6,272,408","$29,863,840"
1,"Jul 15, 2011",Harry Potter and the Deathly Hallows:…,Based on Fiction Book/Short Story,"$125,000,000","$169,189,427","$381,193,157","$437,706,457","$960,500,000","$1,341,693,157"
2,"Jun 29, 2011",Transformers: Dark of the Moon,Based on TV,"$195,000,000","$97,852,865","$352,390,543","$404,826,964","$771,403,536","$1,123,794,079"
3,"Nov 18, 2011","The Twilight Saga: Breaking Dawn, Part 1",Based on Fiction Book/Short Story,"$127,500,000","$138,122,261","$281,287,133","$323,118,299","$408,132,918","$689,420,051"
4,"May 26, 2011",The Hangover Part II,Original Screenplay,"$80,000,000","$85,946,294","$254,464,305","$292,329,105","$332,000,000","$586,464,305"
5,"May 20, 2011",Pirates of the Caribbean: On Stranger…,Based on Theme Park Ride,"$379,000,000","$90,151,958","$241,063,875","$276,934,662","$804,600,000","$1,045,663,875"
6,"Apr 29, 2011",Fast Five,Based on Factual Book/Article,"$125,000,000","$86,198,765","$210,031,325","$241,284,408","$420,132,129","$630,163,454"
7,"Dec 16, 2011",Mission: Impossible—Ghost Protocol,Based on TV,"$145,000,000","$12,785,204","$209,397,903","$240,261,401","$485,315,327","$694,713,230"
8,"Jun 24, 2011",Cars 2,Original Screenplay,"$200,000,000","$66,135,507","$191,450,875","$219,939,150","$368,704,508","$560,155,383"
9,"Dec 16, 2011",Sherlock Holmes: A Game of Shadows,Based on Fiction Book/Short Story,"$125,000,000","$39,637,079","$186,848,418","$214,435,626","$348,815,025","$535,663,443"
10,"May 6, 2011",Thor,Based on Comic/Graphic Novel,"$150,000,000","$65,723,338","$181,030,624","$207,968,346","$268,295,994","$449,326,618"
11,"Aug 5, 2011",Rise of the Planet of the Apes,Remake,"$93,000,000","$54,806,191","$176,760,185","$203,062,456","$294,226,015","$470,986,200"
12,"Jul 22, 2011",Captain America: The First Avenger,Based on Comic/Graphic Novel,"$140,000,000","$65,058,524","$176,654,505","$202,941,056","$193,915,271","$370,569,776"
13,"Aug 10, 2011",The Help,Based on Fiction Book/Short Story,"$25,000,000","$26,044,590","$169,705,587","$194,957,216","$43,414,417","$213,120,004"
14,"May 13, 2011",Bridesmaids,Original Screenplay,"$32,500,000","$26,247,410","$169,211,718","$194,390,765","$120,420,305","$289,632,023"
15,"May 26, 2011",Kung Fu Panda 2,Original Screenplay,"$150,000,000","$47,656,302","$165,249,063","$189,838,453","$499,588,484","$664,837,547"
16,"Oct 28, 2011",Puss in Boots,Spin-Off,"$130,000,000","$34,077,439","$149,260,504","$171,455,511","$405,726,973","$554,987,477"
17,"Jun 3, 2011",X-Men: First Class,Based on Comic/Graphic Novel,"$160,000,000","$55,101,604","$146,408,305","$168,194,158","$209,000,000","$355,408,305"
18,"Apr 15, 2011",Rio,Original Screenplay,"$90,000,000","$39,225,962","$143,619,809","$164,990,727","$343,900,000","$487,519,809"
19,"Jul 29, 2011",The Smurfs,Based on Comic/Graphic Novel,"$110,000,000","$35,611,637","$142,614,158","$163,835,424","$421,135,165","$563,749,323"
20,"Dec 16, 2011",Alvin and the Chipmunks: Chipwrecked,Based on TV,"$80,000,000","$23,244,744","$133,107,389","$152,761,372","$215,981,134","$349,088,523"
21,"Jun 10, 2011",Super 8,Original Screenplay,"$50,000,000","$35,451,168","$127,004,179","$145,902,653","$130,968,566","$257,972,745"
22,"Mar 4, 2011",Rango,Original Screenplay,"$135,000,000","$38,079,323","$123,477,607","$141,851,327","$122,246,993","$245,724,600"
23,"Jul 8, 2011",Horrible Bosses,Original Screenplay,"$35,000,000","$28,302,165","$117,538,559","$135,028,529","$94,879,042","$212,417,601"
24,"Jun 17, 2011",Green Lantern,Based on Comic/Graphic Novel,"$200,000,000","$53,174,303","$116,601,172","$133,951,664","$102,934,320","$219,535,492"
25,"Apr 1, 2011",Hop,Based on Folk Tale/Legend/Fairytale,"$63,000,000","$37,543,710","$108,085,305","$124,168,617","$80,572,288","$188,657,593"
26,"Feb 11, 2011",Just Go With It,Original Screenplay,"$80,000,000","$30,514,732","$103,028,109","$118,358,896","$111,946,844","$214,974,953"
27,"Dec 20, 2011",The Girl with the Dragon Tattoo,Based on Fiction Book/Short Story,"$90,000,000","$12,768,604","$102,515,793","$117,567,146","$136,858,177","$239,373,970"
28,"Jul 29, 2011",Cowboys and Aliens,Based on Comic/Graphic Novel,"$163,000,000","$36,431,290","$100,368,560","$115,303,603","$75,669,764","$176,038,324"
29,"Jun 24, 2011",Bad Teacher,Original Screenplay,"$19,000,000","$31,603,106","$100,292,856","$115,216,630","$115,156,141","$215,448,997"
30,"Feb 11, 2011",Gnomeo and Juliet,Based on Play,"$36,000,000","$25,356,909","$99,967,670","$114,843,056","$93,770,307","$193,737,977"
31,"Jan 14, 2011",The Green Hornet,Based on TV,"$110,000,000","$33,526,876","$98,780,042","$113,478,706","$130,375,461","$229,155,503"
32,"Nov 23, 2011",The Muppets,Based on TV,"$45,000,000","$29,239,026","$88,625,922","$101,787,233","$72,346,000","$160,971,922"
33,"Oct 7, 2011",Real Steel,Based on Fiction Book/Short Story,"$110,000,000","$27,319,677","$85,463,309","$98,176,211","$178,417,032","$263,880,341"
34,"Jul 29, 2011","Crazy, Stupid, Love",Original Screenplay,"$50,000,000","$19,104,303","$84,351,197","$96,902,824","$62,791,131","$147,142,328"
35,"Mar 11, 2011",Battle: Los Angeles,Original Screenplay,"$70,000,000","$35,573,187","$83,552,429","$95,985,192","$129,911,547","$213,463,976"
36,"Nov 11, 2011",Immortals,Based on Folk Tale/Legend/Fairytale,"$75,000,000","$32,206,425","$83,504,017","$95,925,913","$128,058,418","$211,562,435"
37,"Nov 16, 2011",The Descendants,Based on Fiction Book/Short Story,"$20,000,000","$1,190,096","$82,624,961","$94,736,539","$92,882,839","$175,507,800"
38,"Jul 8, 2011",Zookeeper,Original Screenplay,"$80,000,000","$20,065,617","$80,360,866","$92,318,718","$90,444,659","$170,805,525"
39,"Dec 25, 2011",War Horse,Based on Fiction Book/Short Story,"$70,000,000","$7,515,402","$79,883,359","$91,599,428","$76,932,170","$156,815,529"
40,"Mar 18, 2011",Limitless,Based on Fiction Book/Short Story,"$27,000,000","$18,907,302","$79,249,455","$91,041,933","$76,315,464","$155,564,919"
41,"Nov 4, 2011",Tower Heist,Original Screenplay,"$85,000,000","$24,025,190","$78,046,570","$89,654,662","$72,376,376","$150,422,946"
42,"Dec 21, 2011",The Adventures of Tintin,Based on Comic/Graphic Novel,"$130,000,000","$9,720,993","$77,591,831","$89,024,250","$296,402,120","$373,993,951"
43,"Sep 9, 2011",Contagion,Original Screenplay,"$60,000,000","$22,403,596","$75,658,097","$86,916,178","$61,893,497","$137,551,594"
44,"Dec 23, 2011",We Bought a Zoo,Based on Factual Book/Article,"$50,000,000","$9,360,434","$75,624,550","$86,742,833","$43,104,523","$118,729,073"
45,"Sep 23, 2011",Moneyball,Based on Factual Book/Article,"$50,000,000","$19,501,302","$75,605,492","$86,852,945","$35,695,343","$111,300,835"
46,"Nov 11, 2011",Jack and Jill,Original Screenplay,"$79,000,000","$25,003,575","$74,158,157","$85,182,381","$76,361,060","$150,519,217"
47,"Nov 23, 2011",Hugo,Based on Fiction Book/Short Story,"$180,000,000","$11,364,505","$73,864,507","$84,753,719","$106,183,277","$180,047,784"
48,"Sep 23, 2011",Dolphin Tale,Based on Real Life Events,"$37,000,000","$19,152,401","$72,286,779","$83,042,023","$23,781,945","$96,068,724"
49,"Jan 21, 2011",No Strings Attached,Original Screenplay,"$25,000,000","$19,652,921","$70,662,220","$81,176,905","$78,565,858","$149,228,078"
50,"Jun 17, 2011",Mr. Poppers's Penguins,Based on Fiction Book/Short Story,"$55,000,000","$18,445,355","$68,224,452","$78,376,391","$121,400,000","$189,624,452"
51,"Nov 18, 2011",Happy Feet Two,Original Screenplay,"$135,000,000","$21,237,068","$64,006,466","$73,517,582","$93,950,000","$157,956,466"
52,"Feb 18, 2011",Unknown,Original Screenplay,"$40,000,000","$21,856,389","$63,686,397","$73,163,066","$72,436,686","$136,123,083"
53,"Mar 4, 2011",The Adjustment Bureau,Based on Fiction Book/Short Story,"$50,200,000","$21,157,730","$62,495,645","$71,795,127","$64,435,680","$126,931,325"
54,"Apr 22, 2011",Water for Elephants,Based on Fiction Book/Short Story,"$38,000,000","$16,842,353","$58,709,717","$67,445,839","$58,100,000","$116,809,717"
55,"Mar 18, 2011",The Lincoln Lawyer,Based on Fiction Book/Short Story,"$40,000,000","$13,206,453","$58,009,200","$66,641,080","$29,135,886","$87,145,086"
56,"May 20, 2011",Midnight in Paris,Original Screenplay,"$30,000,000","$599,003","$56,816,662","$65,269,178","$105,686,112","$162,502,774"
57,"Jul 22, 2011",Friends with Benefits,Original Screenplay,"$35,000,000","$18,622,150","$55,802,754","$64,106,314","$90,793,137","$146,595,891"
58,"Feb 18, 2011",I am Number Four,Based on Fiction Book/Short Story,"$50,000,000","$19,449,893","$55,100,437","$63,299,487","$91,094,722","$146,195,159"
59,"Apr 1, 2011",Source Code,Original Screenplay,"$32,000,000","$14,812,094","$54,712,227","$62,853,516","$85,716,272","$140,428,499"
60,"Dec 9, 2011",New Year’s Eve,Original Screenplay,"$26,000,000","$13,019,180","$54,544,638","$62,629,437","$92,305,635","$146,850,273"
61,"Apr 22, 2011",Madea's Big Happy Family,Based on Play,"$25,000,000","$25,068,677","$53,345,287","$61,283,170","$815,531","$54,160,818"
62,"Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,Based on Fiction Book/Short Story,"$18,000,000","$23,751,502","$52,698,535","$60,540,186","$20,996,659","$73,695,194"
63,"Oct 14, 2011",Footloose,Remake,"$24,000,000","$15,556,113","$51,802,742","$59,510,510","$11,187,092","$62,989,834"
64,"Jan 14, 2011",The Dilemma,Original Screenplay,"$70,000,000","$17,816,230","$48,475,290","$55,688,510","$22,071,575","$70,546,865"
65,"Nov 23, 2011",Arthur Christmas,Original Screenplay,"$85,000,000","$12,068,931","$46,462,469","$53,373,386","$103,254,655","$149,717,124"
66,"Feb 25, 2011",Hall Pass,Original Screenplay,"$68,000,000","$13,535,374","$45,060,734","$51,765,862","$42,112,741","$87,173,475"
67,"Nov 25, 2011",The Artist,Original Screenplay,"$16,000,000","$204,878","$44,667,095","$51,142,082","$83,589,617","$128,256,712"
68,"Apr 8, 2011",Soul Surfer,Based on Factual Book/Article,"$18,000,000","$10,601,862","$43,853,424","$50,378,901","$3,305,228","$47,158,652"
69,"Aug 12, 2011",Final Destination 5,Original Screenplay,"$40,000,000","$18,031,396","$42,587,643","$48,924,772","$112,423,522","$155,011,165"
70,"Oct 7, 2011",The Ides of March,Based on Play,"$23,000,000","$10,470,143","$40,962,534","$47,057,240","$36,773,391","$77,735,925"
71,"Apr 8, 2011",Hanna,Original Screenplay,"$30,000,000","$12,370,549","$40,259,119","$46,249,748","$25,084,575","$65,343,694"
72,"May 6, 2011",Something Borrowed,Based on Fiction Book/Short Story,"$35,000,000","$13,945,368","$39,046,489","$44,856,683","$26,037,627","$65,084,116"
